gender,age,ethnic_group,social_class,religion,marital_status,income,education,party_id,eu_vote,x01_1,x01_2,x01_3,x01_4,x01_5,x01_6,wt_vote
male,18-24,british,middle_class,no_religion,single,12,undergrad,cons,remain,1,1,1,1,1,1,0.8949371939176608
female,25-34,other,middle_class,other_religion,separated,4,below_gcse,labour,remain,0,0,1,0,0,0,0.5640060425181663
female,55-64,british,working_class,christian,separated,6,gcse,labour,remain,1,1,1,0,1,1,1.0011240410758528
female,45-54,british,middle_class,christian,single,7,undergrad,cons,remain,1,1,1,1,1,1,1.0564621969394719
female,25-34,british,middle_class,christian,married,5,undergrad,cons,remain,1,0,1,1,1,1,1.0796590349851465
female,18-24,british,working_class,no_religion,single,8,below_gcse,labour,no_vote,1,0,1,0,1,1,1.8596722945382436
male,25-34,other,working_class,no_religion,single,7,a_level,labour,remain,0,0,1,1,1,0,0.6172623558173692
male,45-54,other,working_class,other_religion,married,1,no_qual,labour,remain,1,0,1,0,0,0,3.1337462632299515
male,45-54,other,working_class,no_religion,married,3,no_qual,labour,leave,1,0,1,1,0,1,0.6267492526459908
female,35-44,british,middle_class,no_religion,married,12,postgrad,labour,remain,1,0,0,1,1,0,0.8625652439946642
female,55-64,british,working_class,no_religion,single,8,gcse,labour,remain,1,1,1,1,1,1,1.0011240410758528
male,35-44,british,middle_class,no_religion,married,15,undergrad,lib_dem,remain,1,1,1,1,1,1,0.9440130325149507
male,45-54,british,middle_class,no_religion,married,12,postgrad,no_party,remain,1,1,1,1,1,1,1.0094422759621644
female,25-34,british,middle_class,no_religion,single,10,undergrad,labour,remain,1,0,1,1,1,0,0.942601477341277
male,25-34,other,working_class,other_religion,single,8,a_level,labour,no_vote,0,0,0,0,1,1,2.114921534843546
female,65-74,other,middle_class,other_religion,married,7,a_level,labour,no_vote,0,0,1,0,0,0,1.0265965415334104
male,18-24,british,middle_class,no_religion,single,9,undergrad,labour,no_vote,1,1,1,1,1,1,1.1719937875470778
male,55-64,british,working_class,no_religion,single,3,gcse,labour,leave,1,1,1,0,1,0,0.5515627297399126
female,25-34,british,working_class,christian,single,10,no_qual,ukip,leave,1,1,0,0,1,1,0.5678514498440793
male,18-24,british,working_class,christian,single,6,no_qual,labour,remain,0,0,0,0,0,0,2.3244792236093588
male,65-74,british,middle_class,no_religion,widowed,14,postgrad,cons,remain,1,1,1,1,1,1,0.45595310720955995
male,25-34,other,middle_class,no_religion,single,13,postgrad,lib_dem,no_vote,0,0,0,1,1,0,0.8836466335997618
female,35-44,british,working_class,other_religion,married,3,undergrad,no_party,no_vote,0,0,0,0,0,0,1.4777005211311154
male,65-74,british,middle_class,no_religion,married,11,undergrad,lib_dem,leave,1,1,1,1,1,1,2.727822676220507
male,45-54,british,middle_class,christian,separated,13,postgrad,cons,remain,1,1,1,1,1,1,0.5368543412309068
female,35-44,british,middle_class,no_religion,married,15,undergrad,lib_dem,remain,1,0,1,1,0,1,0.9174806858411948
female,25-34,british,middle_class,no_religion,single,2,undergrad,green_party,no_vote,0,0,1,0,1,0,0.8074071520871411
female,65-74,british,working_class,no_religion,married,8,gcse,cons,leave,1,1,1,1,1,1,0.9113389193124729
female,65-74,british,working_class,no_religion,married,5,undergrad,labour,leave,1,0,1,1,1,1,0.5638028230329062
male,55-64,british,working_class,no_religion,married,8,gcse,no_party,leave,1,1,1,0,1,1,0.9032344944452226
female,45-54,british,working_class,no_religion,single,5,no_qual,no_party,no_vote,1,0,1,0,0,1,0.7603680756913083
male,75-84,british,working_class,christian,married,13,undergrad,cons,remain,1,1,0,0,0,1,0.4484909761190345
female,55-64,british,working_class,christian,married,5,gcse,cons,remain,1,1,1,1,1,1,1.7774525137772665
male,75-84,british,working_class,christian,separated,7,no_qual,cons,remain,1,1,1,1,1,1,0.5461450417241752
female,85plus,british,middle_class,christian,married,7,undergrad,cons,remain,1,0,1,0,1,0,0.8195919228252673
male,55-64,british,middle_class,no_religion,married,14,undergrad,cons,leave,1,0,1,1,1,1,0.8188136695003037
male,18-24,british,working_class,no_religion,married,4,no_qual,no_party,leave,1,0,1,0,1,0,1.801553990963805
female,75-84,british,working_class,christian,widowed,4,a_level,no_party,no_vote,0,1,1,0,1,1,0.7463764438973904
male,65-74,british,working_class,christian,married,9,no_qual,lib_dem,remain,1,1,1,1,1,1,0.9262163030214227
male,35-44,british,middle_class,no_religion,married,7,no_qual,ukip,leave,1,0,1,0,0,0,1.5744673291542957
female,65-74,british,middle_class,christian,married,10,no_qual,cons,remain,1,1,1,1,0,1,0.9113389193124729
female,18-24,british,middle_class,no_religion,single,3,undergrad,labour,leave,1,0,1,0,0,0,0.9479034421895994
female,75-84,british,working_class,christian,married,4,no_qual,labour,leave,1,1,1,0,0,0,1.3070274461622766
female,25-34,other,working_class,other_religion,married,8,undergrad,ukip,leave,0,0,1,0,0,0,0.7355305428854729
female,18-24,british,working_class,christian,married,3,a_level,labour,remain,1,0,1,0,1,0,0.9608747370398023
female,65-74,british,working_class,no_religion,separated,7,no_qual,labour,leave,1,0,1,0,0,1,0.3978243981973244
female,35-44,british,middle_class,christian,single,9,postgrad,lib_dem,remain,1,0,1,1,1,1,0.33425935624675773
male,45-54,british,working_class,no_religion,single,4,undergrad,labour,no_vote,1,0,1,0,1,1,0.7823536310569507
male,65-74,british,working_class,christian,married,5,undergrad,labour,leave,1,1,1,1,1,1,0.9255599209752235
male,85plus,british,middle_class,no_religion,married,6,a_level,cons,leave,1,1,1,1,1,1,1.0922900834483504
female,75-84,british,middle_class,christian,married,8,undergrad,no_party,remain,1,1,1,0,0,1,0.8195919228252673
male,45-54,british,working_class,christian,married,7,gcse,lib_dem,leave,0,0,0,0,0,0,2.066714112958035
male,25-34,british,working_class,no_religion,married,14,undergrad,cons,leave,1,1,1,1,1,1,1.3736798600350706
male,55-64,british,middle_class,christian,married,14,postgrad,lib_dem,remain,1,1,1,1,1,1,0.760381518742242
male,65-74,british,working_class,no_religion,widowed,2,gcse,labour,remain,1,1,1,0,1,1,0.43538899714004087
male,35-44,british,working_class,christian,separated,4,gcse,no_party,no_vote,0,0,1,0,1,1,0.7872336645771478
male,65-74,british,working_class,christian,widowed,3,gcse,cons,leave,1,1,1,0,1,1,0.9973921658201981
male,25-34,british,working_class,no_religion,married,8,gcse,labour,leave,1,0,1,0,1,1,0.9568005162616886
male,55-64,british,working_class,no_religion,separated,3,no_qual,labour,leave,1,0,0,0,0,0,0.4245858763616491
male,75-84,british,working_class,christian,married,13,gcse,labour,remain,1,1,1,0,1,1,0.47681453726629813
female,65-74,british,working_class,christian,separated,3,below_gcse,cons,leave,1,0,1,0,0,0,0.45566945965623645
male,65-74,british,working_class,christian,married,4,a_level,lib_dem,leave,1,1,1,1,1,1,0.9973921658201981
female,45-54,british,middle_class,christian,separated,5,below_gcse,labour,remain,1,0,1,0,0,1,0.8876860572971695
male,25-34,british,working_class,christian,married,6,a_level,cons,no_vote,0,0,0,0,1,1,0.8195696681161219
male,18-24,british,working_class,no_religion,single,6,gcse,cons,leave,1,1,0,0,0,1,1.2045125178354228
female,85plus,british,working_class,no_religion,widowed,3,no_qual,cons,remain,0,0,1,0,1,0,0.49902460553565325
male,25-34,british,working_class,no_religion,single,8,a_level,ukip,leave,1,0,1,0,1,0,1.4352007743925328
female,55-64,british,working_class,christian,married,9,a_level,labour,remain,1,1,1,1,0,0,0.775906703459147
male,45-54,british,working_class,christian,separated,4,gcse,ukip,leave,1,0,1,0,1,0,0.9781296319459587
male,45-54,british,working_class,no_religion,married,7,gcse,labour,remain,0,1,1,1,1,0,0.9715058805169359
female,35-44,british,middle_class,christian,married,13,undergrad,labour,remain,1,0,1,0,0,0,1.1452704090679562
female,18-24,british,working_class,no_religion,married,12,postgrad,no_party,no_vote,0,1,1,1,1,1,0.9479034421895994
female,55-64,british,working_class,no_religion,married,9,a_level,labour,remain,1,1,1,1,0,0,0.775906703459147
female,55-64,british,working_class,christian,separated,8,undergrad,cons,remain,1,1,1,0,0,1,0.3740839312022475
female,35-44,british,working_class,no_religion,single,6,undergrad,no_party,no_vote,1,0,1,0,0,0,0.5726352045339781
male,55-64,british,working_class,no_religion,single,7,undergrad,lib_dem,remain,1,1,1,1,1,1,0.380190759371121
female,25-34,british,working_class,no_religion,married,12,a_level,labour,no_vote,0,0,1,0,0,1,0.8742494460746901
male,45-54,british,working_class,christian,married,6,gcse,labour,remain,1,1,1,1,1,1,0.48575294025846794
female,35-44,british,working_class,no_religion,single,4,gcse,labour,remain,1,0,1,0,0,0,0.4198780298750672
male,55-64,british,working_class,no_religion,married,3,undergrad,labour,leave,1,1,1,1,1,1,0.7148691851116091
male,35-44,british,working_class,no_religion,single,9,a_level,labour,no_vote,1,0,0,0,0,0,0.9190500893198918
female,55-64,british,working_class,christian,separated,3,a_level,labour,no_vote,1,0,1,0,0,1,0.6646208782658767
female,85plus,british,working_class,christian,widowed,5,no_qual,cons,leave,1,1,1,0,1,0,0.49902460553565325
male,45-54,british,working_class,christian,married,12,undergrad,labour,leave,1,0,1,1,1,1,0.7823536310569507
female,85plus,british,working_class,christian,widowed,2,undergrad,cons,remain,1,1,1,1,0,1,0.40979596141263364
female,25-34,british,working_class,christian,married,3,no_qual,labour,no_vote,1,0,1,0,0,1,1.497717269571727
male,25-34,british,middle_class,no_religion,married,14,undergrad,labour,remain,0,0,1,0,1,1,0.7995318420015995
female,35-44,british,working_class,no_religion,married,13,undergrad,labour,remain,1,0,1,0,1,1,0.6685187124935155
female,85plus,british,middle_class,christian,widowed,5,no_qual,cons,remain,1,0,1,0,0,1,0.49902460553565325
female,55-64,british,middle_class,no_religion,married,15,undergrad,cons,remain,1,1,1,1,0,1,0.748167862404495
male,85plus,british,middle_class,no_religion,widowed,11,undergrad,cons,leave,1,1,1,1,1,1,0.4484909761190345
female,35-44,british,working_class,christian,separated,4,a_level,no_party,leave,1,0,1,0,1,0,0.7193125249105576
male,25-34,british,working_class,christian,single,6,undergrad,no_party,no_vote,1,0,1,0,0,1,0.6848575384947884
male,65-74,british,working_class,no_religion,married,9,no_qual,labour,no_vote,1,1,1,0,1,0,0.7458850822565396
female,18-24,british,working_class,no_religion,single,5,gcse,no_party,no_vote,0,0,0,0,0,0,1.6461190727900727
female,45-54,british,working_class,no_religion,separated,4,no_qual,labour,no_vote,1,0,1,0,1,1,1.5207361513826165
female,65-74,british,working_class,christian,married,6,below_gcse,labour,leave,1,0,1,0,1,1,0.7956487963946488
female,18-24,british,working_class,christian,married,5,a_level,labour,no_vote,1,0,1,0,0,0,0.9608747370398023
female,55-64,british,working_class,christian,separated,3,gcse,labour,no_vote,1,1,1,1,1,0,0.6646208782658767
female,45-54,british,working_class,no_religion,separated,5,undergrad,labour,remain,0,0,1,0,0,0,0.3574267660611256
female,35-44,british,working_class,no_religion,single,7,a_level,labour,leave,1,0,1,0,0,1,0.4198780298750672
female,35-44,british,working_class,no_religion,separated,4,a_level,labour,leave,1,0,1,0,1,1,2.157937574731673
female,85plus,british,working_class,christian,widowed,2,no_qual,labour,remain,1,0,0,0,0,0,0.43567581538742556
male,35-44,british,middle_class,christian,married,15,a_level,cons,leave,1,0,1,0,0,1,0.45635876903430034
male,18-24,british,working_class,christian,single,11,gcse,labour,leave,1,0,0,1,1,1,1.0516054068897323
male,65-74,british,working_class,christian,widowed,6,no_qual,labour,remain,1,0,1,0,0,1,0.43538899714004087
male,55-64,british,working_class,christian,single,5,gcse,ukip,leave,1,1,1,0,1,0,0.8549614270046247
male,45-54,british,working_class,christian,married,12,undergrad,labour,remain,1,1,1,1,1,1,1.1735304465854262
male,85plus,british,working_class,no_religion,married,4,no_qual,cons,no_vote,0,0,0,0,0,0,0.816853096164931
female,18-24,british,working_class,christian,married,5,a_level,cons,leave,0,0,1,0,0,1,1.6461190727900727
female,35-44,british,working_class,christian,married,6,undergrad,no_party,leave,1,0,0,0,0,0,1.1452704090679562
female,55-64,british,working_class,christian,married,9,gcse,labour,remain,1,0,1,0,0,0,1.1638600551887208
male,65-74,british,working_class,christian,married,6,no_qual,labour,remain,1,1,1,0,1,1,0.8707779942800817
female,55-64,british,working_class,christian,separated,4,a_level,labour,leave,1,1,1,1,1,1,0.8887262568886333
female,18-24,british,working_class,no_religion,married,7,a_level,labour,no_vote,1,0,1,1,0,1,1.6461190727900727
female,75-84,british,working_class,christian,widowed,3,no_qual,labour,leave,1,0,1,0,0,0,0.43567581538742556
female,75-84,british,working_class,christian,widowed,4,no_qual,lib_dem,leave,0,0,0,0,0,0,0.7463764438973904
male,45-54,british,working_class,christian,single,4,below_gcse,labour,leave,1,0,1,0,0,1,0.48575294025846794
female,65-74,british,middle_class,christian,widowed,5,no_qual,no_party,remain,0,1,1,0,1,0,0.45566945965623645
female,65-74,british,working_class,christian,married,8,gcse,labour,leave,1,0,1,0,0,1,1.3630628514832563
female,75-84,british,middle_class,christian,widowed,13,no_qual,cons,no_vote,1,0,1,0,0,1,0.7463764438973904
male,35-44,british,working_class,no_religion,single,6,a_level,labour,no_vote,0,0,1,0,0,0,0.7872336645771478
female,35-44,british,working_class,christian,married,11,a_level,labour,leave,1,0,1,0,0,0,1.4386250498211153
male,65-74,british,working_class,no_religion,widowed,6,no_qual,labour,leave,1,1,1,0,1,1,0.43538899714004087
female,75-84,british,middle_class,christian,married,4,gcse,cons,remain,1,1,1,1,1,1,0.9980492110713065
female,25-34,british,working_class,no_religion,married,7,no_qual,no_party,no_vote,0,0,1,0,0,1,1.497717269571727
female,25-34,british,middle_class,no_religion,single,4,no_qual,labour,leave,1,0,1,0,1,1,0.43712472303734506
female,25-34,british,working_class,christian,single,3,undergrad,labour,leave,1,1,1,0,1,1,0.36527481857973754
female,45-54,british,working_class,no_religion,single,1,below_gcse,labour,leave,1,1,1,1,1,1,0.44384302864858477
male,25-34,british,working_class,no_religion,single,6,undergrad,no_party,no_vote,1,0,1,0,1,1,0.6848575384947884
female,18-24,british,working_class,no_religion,single,4,a_level,labour,no_vote,1,0,1,0,0,1,0.48043736851990115
female,35-44,british,middle_class,no_religion,married,13,undergrad,labour,remain,1,1,1,1,1,1,0.33425935624675773
female,75-84,british,working_class,christian,widowed,7,undergrad,no_party,remain,1,1,1,0,0,1,0.35777432144709603
male,45-54,british,middle_class,no_religion,married,14,gcse,labour,remain,1,1,1,1,1,1,1.457258820775403
female,75-84,british,middle_class,christian,widowed,2,undergrad,cons,leave,1,1,1,0,1,1,0.40979596141263364
male,75-84,british,middle_class,christian,widowed,8,no_qual,cons,remain,1,0,0,0,1,0,0.5459743345103714
female,65-74,british,working_class,christian,married,8,no_qual,cons,remain,1,1,1,1,1,1,0.9110540643456395
female,75-84,british,middle_class,no_religion,married,14,a_level,cons,remain,1,1,1,1,1,1,0.997737253281627
male,75-84,other,middle_class,other_religion,married,11,undergrad,cons,remain,1,0,1,1,1,1,0.8967015847931584
female,25-34,british,middle_class,christian,married,15,postgrad,cons,remain,1,1,1,1,1,1,0.7303212910543618
male,25-34,british,middle_class,christian,married,14,undergrad,labour,remain,1,0,1,1,1,1,0.799281934298209
female,45-54,british,working_class,christian,married,10,a_level,cons,leave,1,0,1,0,0,1,1.0164409146701026
female,55-64,british,middle_class,christian,single,12,postgrad,labour,remain,1,1,1,1,1,1,0.32649367966300796
male,35-44,british,middle_class,no_religion,married,14,postgrad,no_party,remain,1,1,1,0,1,1,0.7314149545183104
female,25-34,british,middle_class,no_religion,single,4,a_level,labour,no_vote,0,1,1,0,0,0,0.7486245658823474
female,45-54,british,working_class,no_religion,separated,3,a_level,no_party,no_vote,1,0,1,0,0,1,0.7601304093101273
female,35-44,british,working_class,no_religion,married,8,undergrad,labour,leave,1,0,1,0,1,0,0.6683097552421143
female,65-74,british,working_class,christian,widowed,3,no_qual,labour,no_vote,1,0,1,0,1,1,0.3977000512026413
female,65-74,british,middle_class,christian,widowed,2,undergrad,cons,leave,1,1,1,1,1,1,0.5636265965697842
male,55-64,british,middle_class,christian,married,15,undergrad,labour,leave,0,1,1,0,1,0,1.0719686103102977
female,75-84,british,middle_class,christian,married,8,no_qual,cons,leave,1,1,1,0,0,0,0.8710792745365463
male,25-34,british,working_class,christian,married,8,a_level,labour,remain,1,0,1,1,1,1,0.9565014514751965
female,25-34,other,working_class,other_religion,separated,4,undergrad,labour,no_vote,1,0,1,0,1,1,0.3651606455271809
male,18-24,other,working_class,other_religion,single,5,gcse,labour,remain,0,0,1,1,0,1,1.5769150637572702
male,18-24,british,working_class,other_religion,single,5,undergrad,labour,leave,1,0,1,1,1,1,0.3026843038846543
male,18-24,other,working_class,other_religion,single,6,gcse,labour,remain,0,0,1,0,0,1,1.5769150637572702
female,55-64,other,working_class,other_religion,married,12,undergrad,labour,remain,1,0,1,0,0,1,1.3059747186520319
female,35-44,other,working_class,other_religion,married,7,undergrad,labour,remain,1,0,1,0,1,0,1.1449124347101438
female,18-24,other,working_class,other_religion,single,12,postgrad,labour,remain,1,0,1,0,1,0,0.2765692330942338
male,35-44,other,working_class,other_religion,married,4,a_level,labour,remain,1,0,1,0,0,1,0.9187628240915958
male,55-64,british,working_class,no_religion,married,11,postgrad,labour,remain,1,1,1,1,1,1,0.7146457402068651
male,35-44,other,working_class,other_religion,married,12,postgrad,labour,remain,1,0,1,0,1,1,0.7314149545183104
female,25-34,other,middle_class,other_religion,married,9,postgrad,labour,remain,1,0,1,0,1,1,0.7303212910543618
female,35-44,other,middle_class,other_religion,married,4,no_qual,no_party,remain,0,0,0,0,0,0,1.4381753823240198
female,65-74,other,working_class,other_religion,widowed,13,no_qual,labour,leave,0,0,0,0,0,0,0.3977000512026413
female,45-54,other,working_class,other_religion,married,2,no_qual,labour,leave,0,0,1,1,0,1,0.4437042977236504
male,55-64,other,working_class,other_religion,married,13,no_qual,labour,no_vote,1,1,0,0,0,0,0.8489063291949792
male,35-44,other,working_class,other_religion,married,2,no_qual,no_party,no_vote,0,0,0,0,0,0,1.5739752017697162
female,65-74,other,working_class,other_religion,widowed,13,no_qual,labour,remain,0,0,0,0,0,1,0.6813184011384189
female,35-44,other,middle_class,other_religion,widowed,12,no_qual,labour,remain,0,1,0,1,0,0,0.4197467896309169
female,25-34,other,working_class,other_religion,married,13,no_qual,labour,leave,1,0,0,1,0,1,0.873976184073377
male,65-74,british,middle_class,christian,married,6,no_qual,cons,leave,1,0,1,1,1,0,1.4913038855780634
male,35-44,other,working_class,other_religion,married,9,no_qual,no_party,no_vote,0,0,0,0,0,0,1.5739752017697162
male,45-54,british,working_class,christian,widowed,2,no_qual,labour,remain,0,0,0,1,1,1,0.831905780803896
male,45-54,british,working_class,no_religion,married,13,no_qual,cons,leave,1,1,0,1,0,1,1.1124184250529912
male,65-74,british,working_class,no_religion,married,13,no_qual,cons,remain,1,1,0,0,1,0,1.4956206201023068
male,45-54,british,working_class,christian,married,9,no_qual,labour,remain,0,0,1,1,0,0,1.4568033289663038
male,55-64,british,working_class,christian,married,1,no_qual,labour,leave,1,1,1,0,0,0,1.273359493792468
female,55-64,british,working_class,christian,married,10,no_qual,labour,remain,1,0,1,0,1,1,0.7756641802072634
female,25-34,british,working_class,no_religion,single,4,no_qual,no_party,no_vote,1,1,1,0,1,0,0.7486245658823474
male,35-44,british,working_class,no_religion,married,1,no_qual,labour,no_vote,1,1,1,1,0,1,1.5739752017697162
male,25-34,british,working_class,christian,married,7,undergrad,labour,no_vote,1,0,1,0,0,0,1.3692869485133767
male,35-44,british,working_class,christian,married,6,undergrad,labour,remain,1,1,1,0,1,1,1.0971224317774655
female,18-24,british,working_class,christian,single,8,a_level,labour,remain,1,0,1,0,1,1,0.48028719939206593
female,25-34,british,working_class,christian,married,12,a_level,cons,leave,1,1,1,0,1,0,1.4972491317646948
male,25-34,british,working_class,christian,married,13,postgrad,labour,remain,1,0,1,1,1,1,0.799281934298209
female,55-64,british,middle_class,no_religion,married,2,undergrad,labour,remain,1,0,1,0,0,1,0.6529873593260159
female,65-74,british,working_class,christian,widowed,3,a_level,cons,leave,1,0,1,1,0,0,0.45552703217281976
female,65-74,british,working_class,no_religion,separated,4,gcse,labour,leave,1,1,1,1,1,1,0.3977000512026413
male,55-64,british,working_class,no_religion,single,3,a_level,labour,remain,1,1,1,1,1,1,0.7271504003763704
female,75-84,british,middle_class,christian,widowed,4,undergrad,cons,leave,1,0,1,1,0,0,0.4096678724958508
female,45-54,british,middle_class,christian,married,12,undergrad,labour,remain,1,1,0,1,1,0,0.7146300921101238
female,35-44,british,middle_class,no_religion,married,14,postgrad,labour,remain,1,0,1,1,1,1,0.6683097552421143
male,25-34,british,middle_class,no_religion,married,14,undergrad,labour,remain,1,1,1,1,1,1,0.799281934298209
female,25-34,british,middle_class,no_religion,married,13,no_qual,no_party,leave,0,0,1,0,0,0,1.4972491317646948
female,45-54,british,working_class,christian,married,13,undergrad,no_party,leave,1,0,1,0,1,1,0.8185398115386296
male,75-84,british,working_class,christian,widowed,9,no_qual,labour,no_vote,1,1,1,1,0,0,0.4766655005179266
male,25-34,british,working_class,no_religion,married,9,no_qual,labour,remain,1,1,1,0,1,0,0.9565014514751965
male,65-74,british,working_class,christian,married,9,no_qual,labour,no_vote,0,1,0,0,1,0,0.8705058173419263
female,25-34,british,working_class,no_religion,separated,5,gcse,labour,no_vote,1,1,1,0,0,0,0.7486245658823474
male,35-44,british,working_class,no_religion,married,9,no_qual,cons,no_vote,0,1,0,1,0,0,1.0523541580232598
male,25-34,british,working_class,no_religion,married,11,undergrad,labour,leave,1,1,1,1,1,1,0.9155003281975834
male,35-44,british,working_class,no_religion,married,11,postgrad,labour,leave,1,1,1,0,0,0,0.7314149545183104
male,45-54,british,middle_class,no_religion,married,14,undergrad,cons,remain,1,1,1,1,1,1,0.8958304952634724
male,55-64,british,working_class,no_religion,married,14,no_qual,cons,no_vote,1,1,0,1,1,0,0.9723402839942689
female,75-84,british,working_class,christian,married,7,no_qual,labour,remain,1,1,1,0,0,0,0.997737253281627
male,75-84,british,working_class,christian,married,13,no_qual,cons,remain,1,1,1,0,1,0,1.0919486690207427
female,25-34,british,working_class,christian,married,13,undergrad,labour,remain,1,1,1,1,0,0,0.7303212910543618
female,65-74,british,working_class,christian,married,5,no_qual,cons,remain,1,1,1,0,1,1,0.9110540643456395
female,25-34,british,working_class,christian,separated,6,undergrad,labour,no_vote,1,0,1,1,1,0,0.6255736362540336
male,35-44,british,working_class,christian,married,4,undergrad,labour,remain,1,0,1,0,0,0,1.2530208781070296
female,25-34,british,working_class,no_religion,single,10,a_level,labour,remain,0,0,1,0,1,0,1.3109642761100653
female,25-34,british,working_class,no_religion,single,10,a_level,labour,no_vote,1,0,1,0,1,1,0.4369880920366885
male,35-44,british,middle_class,no_religion,married,15,undergrad,lib_dem,remain,1,1,1,1,1,1,0.7314149545183104
female,35-44,british,middle_class,no_religion,married,7,gcse,cons,remain,1,0,1,0,1,0,0.9615588872389392
female,65-74,british,middle_class,christian,single,5,undergrad,cons,remain,1,0,1,1,1,1,0.5636265965697842
female,35-44,british,middle_class,no_religion,married,13,postgrad,labour,remain,1,1,1,1,1,1,0.33415487762105717
female,75-84,british,middle_class,christian,separated,3,no_qual,cons,leave,1,0,1,0,1,1,0.4988686266408135
female,55-64,british,middle_class,no_religion,married,14,postgrad,lib_dem,remain,1,1,1,1,1,1,0.6529873593260159
male,45-54,british,working_class,no_religion,single,7,postgrad,labour,leave,0,1,1,1,0,1,0.39105454635237413
male,55-64,british,working_class,christian,married,6,undergrad,ukip,leave,1,1,1,1,0,1,0.7195182127650567
male,25-34,british,working_class,no_religion,married,10,undergrad,lib_dem,remain,1,0,1,1,1,1,0.8501684276823636
male,25-34,british,working_class,christian,married,9,no_qual,no_party,no_vote,1,1,1,0,0,1,1.638626994477313
male,35-44,british,working_class,christian,married,9,no_qual,labour,leave,1,0,1,1,1,1,0.9250269720407276
female,25-34,british,working_class,no_religion,single,6,undergrad,no_party,remain,1,1,1,1,1,0,0.38840869352552276
male,25-34,british,working_class,no_religion,married,11,undergrad,labour,remain,1,1,1,1,1,1,0.799281934298209
male,55-64,british,working_class,no_religion,married,5,no_qual,no_party,leave,1,1,1,1,1,1,0.9723402839942689
female,65-74,british,working_class,christian,separated,6,gcse,labour,remain,1,1,1,0,0,1,0.7954001024052826
male,75-84,british,working_class,christian,widowed,3,no_qual,labour,no_vote,1,1,0,1,1,0,0.4766655005179266
female,35-44,british,working_class,christian,married,8,a_level,labour,remain,1,1,1,1,1,1,0.8394935792618338
male,55-64,british,working_class,no_religion,married,13,a_level,labour,remain,1,1,1,1,1,1,0.8489063291949792
female,55-64,british,middle_class,christian,married,6,no_qual,cons,leave,1,1,1,1,0,1,0.8884484699061341
male,45-54,british,working_class,no_religion,single,3,no_qual,labour,no_vote,1,0,1,0,0,1,0.831905780803896
male,35-44,british,working_class,christian,single,4,undergrad,labour,no_vote,1,0,1,1,1,0,0.6265104390535148
female,65-74,british,working_class,christian,married,6,gcse,cons,remain,1,1,1,0,1,0,0.9110540643456395
female,65-74,british,working_class,christian,married,4,no_qual,labour,leave,0,1,1,0,0,1,0.7954001024052826
male,65-74,other,working_class,no_religion,married,6,no_qual,labour,leave,1,1,0,1,1,0,2.236955828367094
female,35-44,british,working_class,christian,married,9,no_qual,labour,leave,0,0,1,0,0,0,0.8394935792618338
female,25-34,british,working_class,christian,single,4,undergrad,labour,remain,0,0,1,0,1,1,0.7303212910543618
female,25-34,british,working_class,christian,single,2,undergrad,labour,remain,1,0,1,0,1,1,0.3651606455271809
female,18-24,british,working_class,no_religion,married,7,a_level,labour,remain,1,1,1,1,1,1,0.9605743987841319
female,65-74,british,working_class,no_religion,separated,3,below_gcse,labour,leave,0,1,1,0,1,1,0.3977000512026413
female,65-74,british,working_class,christian,widowed,3,no_qual,labour,no_vote,1,1,1,0,0,1,0.6813184011384189
female,25-34,british,working_class,christian,single,5,gcse,labour,no_vote,1,0,1,0,0,1,0.7486245658823474
female,45-54,british,working_class,christian,married,11,gcse,labour,remain,1,0,1,0,0,1,1.3311128931709515
female,25-34,british,working_class,no_religion,single,4,no_qual,labour,no_vote,1,1,1,0,1,1,0.873976184073377
male,35-44,british,working_class,no_religion,married,3,postgrad,no_party,no_vote,1,0,0,1,1,0,0.7314149545183104
female,55-64,british,working_class,christian,separated,3,no_qual,labour,leave,1,0,1,0,0,1,0.3878320901036317
male,25-34,british,working_class,no_religion,married,4,no_qual,labour,no_vote,1,0,1,1,0,0,0.9565014514751965
male,45-54,british,working_class,christian,married,12,undergrad,labour,remain,1,0,1,1,1,1,1.1731636390571218
female,85plus,british,middle_class,christian,married,2,undergrad,cons,leave,0,1,1,1,1,1,0.8193357449917016
male,65-74,british,working_class,christian,married,7,no_qual,no_party,leave,1,1,1,0,1,1,0.9970804134015376
male,45-54,other,middle_class,other_religion,married,12,undergrad,labour,no_vote,1,1,1,0,1,1,0.7821090927047483
female,65-74,british,working_class,christian,single,3,no_qual,labour,remain,0,0,0,0,0,0,0.3977000512026413
female,55-64,british,working_class,christian,married,11,undergrad,labour,remain,1,0,1,0,1,0,0.6529873593260159
male,75-84,british,working_class,no_religion,married,5,gcse,labour,remain,1,1,1,1,1,1,0.9533310010358532
male,65-74,british,working_class,no_religion,separated,4,undergrad,labour,remain,1,1,1,1,1,1,0.3084235403282804
male,65-74,british,working_class,christian,married,2,undergrad,labour,leave,1,1,0,1,1,1,0.6168470806565608
female,75-84,british,working_class,christian,married,4,no_qual,cons,leave,1,1,1,1,0,1,0.997737253281627
male,65-74,british,working_class,christian,married,1,no_qual,labour,leave,1,0,1,1,1,0,0.8705058173419263
female,45-54,british,working_class,christian,married,6,a_level,labour,leave,1,0,1,0,0,1,0.8874085954473008
male,45-54,british,working_class,no_religion,married,4,a_level,labour,no_vote,1,1,1,1,1,1,1.663811561607792
